,age,age,age,age,avg_absences,avg_absences,avg_absences,avg_absences,avg_absences,female,female,female,female,id_s_fr,id_s_fr,id_s_fr,id_s_fr,perf_a,perf_a,perf_a,perf_a,perf_a,perf_b,perf_b,perf_b,perf_b,perf_c,perf_c,perf_c,perf_c,perf_c
35139,51.0,52.0,53.0,54.0,8.009495699999999,7.9957533,8.0364075,1.1760329,0.95256895,1.0,1.0,1.0,1.0,3000010179.0,3000010179.0,3000010179.0,3000010179.0,0.099477654,0.036973249,0.691113048,1.6653785,1.452260155,,,,,0.099477656,0.036973249,0.69111305,1.6653785,1.3897256000000002
35148,51.0,52.0,53.0,54.0,8.667119999999999,8.7309036,8.5042381,1.1954648,0.44127828,1.0,1.0,1.0,1.0,3000010140.0,3000010140.0,3000010140.0,3000010140.0,0.185337148,0.3739638320000001,0.8425168190000001,0.13616920400000002,1.173101292,0.89480142,-0.545246903,2.062506308,-0.697528362,0.5419181,-0.20910838,0.44858333,-0.34584793,-0.61183763
35178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35191,52.0,53.0,54.0,55.0,8.667953500000001,8.5779772,8.814668699999997,2.0339603,0.33952174,1.0,1.0,1.0,1.0,3000010857.0,3000010857.0,3000010857.0,3000010857.0,-1.042182125,-0.112879246,0.027914448,0.966838846,0.347666959,,,,,-1.0421822,-0.11287925,0.027914446000000002,0.9668389000000001,0.34766695
35204,51.0,52.0,53.0,54.0,8.2582474,8.564765,8.2753887,1.81584,0.31030285,0.0,0.0,0.0,0.0,3000010165.0,3000010165.0,3000010165.0,3000010165.0,0.5196617370000001,1.208868879,0.404438344,0.647825516,-0.285291658,0.347582034,0.333205359,1.3986408419999998,0.850699894,0.79222572,0.64577031,0.61433601,0.61207771,0.17633857
35284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35292,49.0,50.057144,51.0,52.010204,8.2856894,8.8103046,8.1591482,1.7943131,0.69304341,1.0,1.0,1.0,1.0,3000010160.0,3000010160.0,3000010160.0,3000010160.0,0.131772637,1.229950324,-0.470660068,0.625519773,0.518369842,-0.305536661,,0.406385331,,0.052036165999999995,-0.10845843,-0.30455217,0.62551975,0.51836985
35336,49.0,50.061947,51.0,52.0,8.391594900000001,8.8761806,8.779360800000001,1.6626137,0.33242443,1.0,1.0,1.0,1.0,3000010106.0,3000010106.0,3000010106.0,3000010106.0,-0.362604644,-0.575633755,0.475870008,0.343245453,0.363017765,,,,,-0.14613961,-0.63990527,0.34916812,0.012690683999999999,0.35810456
35354,49.0,50.0,51.0,52.0,8.172283199999999,8.258111,8.832956300000003,1.7254604,0.54711002,1.0,1.0,1.0,1.0,3000010282.0,3000010288.0,3000010288.0,3000010288.0,-0.777242958,,,,,,,,,-0.77724296,,,,
35427,50.166668,51.0,52.0,53.0,8.8333712,7.9855323,8.460961300000001,1.2462696000000002,0.75927871,1.0,1.0,1.0,1.0,3000010175.0,3000010289.0,3000010289.0,3000010289.0,-0.908606066,-0.51222598,-0.778124136,-0.252569233,-1.074095269,,,,,-0.90860605,-0.035960427999999996,-0.44658458,-0.25256923,-1.0932786
35440,49.0,50.0,51.0,52.0,8.003104200000001,8.7200785,8.7032127,2.0383456,0.99361098,1.0,1.0,1.0,1.0,3000010123.0,3000010123.0,3000010123.0,3000010123.0,0.483844469,0.026808171,-0.002756836,0.386803188,1.396305876,,0.801703305,0.169629103,1.06645064,0.48384446,0.41285297,-0.14019838,0.19106653,0.91493142
35446,50.0,51.0,52.0,53.0,8.6410151,8.502823800000002,8.1216125,1.4817684,0.70905477,1.0,1.0,1.0,1.0,3000010190.0,3000010190.0,3000010190.0,3000010190.0,0.981950795,0.619727404,0.283655349,-0.415174969,0.6923330759999999,,,,,0.98195082,0.41647112,-0.31312618,-0.081146888,-0.54191279
35459,50.0,51.0,52.0,53.0,8.275979,8.2637501,8.1578474,1.5538933,0.10789986,1.0,1.0,1.0,1.0,3000010144.0,3000010144.0,3000010144.0,3000010144.0,1.699020896,0.21245729,0.406450209,-0.663092389,-0.354909262,,-0.91069969,-1.264177172,-1.91606403,1.699021,0.04293305099999999,-0.4005999,-1.2143681,-0.21852975
35470,58.0,59.0,60.0,61.0,8.5255146,8.0393314,8.4301739,1.7156785,,0.0,0.0,0.0,0.0,3000010353.0,,,,-3.301325364,,,,,,,,,-3.3013253,,,,
35548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35577,51.0,52.0,53.0,54.0,8.1830502,8.3080378,8.9743471,2.0436499,0.6447584,0.0,0.0,0.0,0.0,3000010193.0,3000010193.0,3000010193.0,3000010193.0,0.436111161,0.541786924,0.024605823,0.288657871,-0.086290289,,,,,0.43611118,-0.62241262,-0.31495664,-0.12713979,0.11258321
35610,50.0,51.0,52.0,,8.4754381,8.1947918,8.743598,,,1.0,1.0,1.0,,3000010107.0,3000010107.0,3000010107.0,,-0.95608469,,,,,-0.399585973,,,,-0.53045392,,,,
35626,56.0,57.0,58.0,59.0,8.6183681,8.5476007,8.1297951,1.7917372,0.64172763,1.0,1.0,1.0,1.0,3000010170.0,3000010170.0,3000010170.0,3000010170.0,1.276523356,1.634018065,0.355356403,1.874983288,,2.148422119,2.261204034,1.591509451,,1.7053734,1.513749,0.67042983,1.2512945,
35630,51.0,52.0,53.0,,8.3985891,8.2821093,8.4768467,,,0.0,0.0,0.0,,3000010311.0,3000010311.0,3000010311.0,,-1.0288222340000002,,,,,,,,,-0.37737873,,,,
35635,58.0,59.0,60.0,61.0,7.9552960000000015,8.296466800000001,8.370265,1.2286631,0.21078043,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
35643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35681,51.0,52.0,53.0,54.0,8.8579588,8.4390526,8.922692300000003,1.4299487,0.68845671,1.0,1.0,1.0,1.0,3000010106.0,3000010106.0,3000010106.0,3000010106.0,1.474790336,0.599312845,-0.034923851,1.649059227,1.472953317,1.732379919,1.4619654969999998,0.47891753,0.092198204,1.6262733,1.4772836,0.32120767,0.75305694,1.3100971000000001
35693,49.0,50.0,51.0,52.0,8.400458300000002,8.3858337,8.882829699999998,1.1464831,0.39197138,1.0,1.0,1.0,1.0,3000010167.0,3000010167.0,3000010167.0,3000010167.0,0.4391632720000001,0.474152341,-0.051548395,0.475658539,,,,,,0.43916327,0.49037582,0.29457340000000004,0.47565854,
35721,49.0,50.0,51.0,52.0,8.7189674,8.4131365,8.744055699999999,1.4298166,0.16348279999999998,1.0,1.0,1.0,1.0,3000010300.0,3000010300.0,3000010300.0,3000010300.0,2.231334026,1.10061608,1.159669431,1.432911535,2.15363453,,,,,2.231334,0.67482948,1.2041696000000002,0.87646288,2.1536345
35729,56.0,56.0,57.0,,8.478470800000002,8.264083900000001,8.928510699999997,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
35747,49.0,50.0,51.0,52.0,8.4026365,8.2622213,8.3672819,1.3590925,0.59833866,1.0,1.0,1.0,1.0,3000010180.0,3000010180.0,3000010180.0,3000010180.0,0.551932057,0.793488315,-0.444244312,0.913390508,-1.120665867,,-0.241292399,0.852458053,0.374010775,0.5519321,-0.22822477,-0.17000099999999999,-0.098211415,-1.1697506000000002
35751,52.0,53.0,54.0,55.0,8.496706,7.979142200000001,8.5480242,1.8866981,0.83777428,1.0,1.0,1.0,1.0,3000010362.0,3000010362.0,3000010362.0,3000010362.0,0.761895338,0.819067613,0.6538248329999999,,4.505253715,,,,,0.76189536,1.0365844000000002,0.65382481,,4.5052538
35765,69.0,70.0,71.0,,8.864253,8.7065334,8.983287800000003,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
35766,61.0,62.0,63.0,64.0,8.626769099999999,8.315935099999999,8.768837,1.7112023999999997,,1.0,1.0,1.0,1.0,3000010175.0,3000010175.0,3000010175.0,3000010175.0,1.113928404,1.014993552,0.802440502,0.348770016,,,,,,0.46601537,0.83867127,0.68346286,0.34876999,
35774,49.0,50.0,51.0,52.0,8.3449535,8.761999099999999,8.4374695,1.6663483,0.24506243,1.0,1.0,1.0,1.0,3000010161.0,3000010161.0,3000010161.0,3000010161.0,2.094374844,1.229653638,1.030788785,0.8984576209999999,,,0.063864567,-1.07298092,0.02258789,2.0943749,0.096722715,0.50756872,0.71925688,-0.41795617
35781,,,,,,8.6406546,8.532649000000001,,,,,,,,,,,,0.013467512,1.216450314,,,,,,,,0.013467512,0.63160014,,
35789,50.0,51.0,52.0,53.0,8.5283308,8.4682322,8.8653507,1.8520429,0.25524485,0.0,0.0,0.0,0.0,3000010132.0,3000010132.0,3000010132.0,3000010132.0,2.231808302,1.773084497,1.190330091,1.172993283,0.819582879,0.635103943,0.761241809,0.215117317,-0.284298044,1.0406843000000001,1.2883343999999999,0.8356638000000001,0.90055346,1.0296938
35790,54.0,55.0,56.0,,7.9401455,8.5234795,8.498587599999999,,,1.0,1.0,1.0,,3000010291.0,3000010291.0,,,-1.021604013,,,,,,,,,-1.0216041,,,,
35808,,,,,8.8240709,8.867140800000003,8.939851800000003,1.6871096,0.059033345,,,,,,,,,,,,,,,,,,,,,,
35809,,,,,8.1635141,8.1511784,8.5821676,,,,,,,,,,,,,,,,,,,,,,,,
35846,51.0,52.0,53.0,54.0,7.928862599999999,8.3123579,8.3519402,1.2628967,0.80960357,1.0,1.0,1.0,1.0,3000010132.0,3000010132.0,3000010132.0,3000010132.0,1.065440448,1.5444629369999998,1.371055399,1.788570438,0.576207755,,,,,1.0654405,1.5444628999999999,1.3710554,1.7885705000000003,0.57620776
35874,49.0,50.0,51.0,52.0,8.3713541,8.4195337,8.7787743,1.2090411,0.093671516,0.0,0.0,0.0,0.0,3000010167.0,3000010167.0,3000010167.0,3000010167.0,0.361556117,0.8353378090000001,0.201968055,0.405749409,0.819117221,,,,,0.36155611,-0.55989397,-0.65053988,-0.19165696,-0.5980354
35896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35905,52.0,53.0,54.0,,8.2485533,8.2665071,8.9620113,,,1.0,1.0,1.0,,3000010362.0,3000010362.0,3000010362.0,,0.356478077,0.019428548,,,,,,,,0.35647807,-2.0627956000000003,,,
35912,53.0,54.0,55.0,56.0,8.726129499999999,8.833298699999997,8.138710000000001,1.1906918,0.4044975,1.0,1.0,1.0,1.0,3000010123.0,3000010123.0,3000010123.0,3000010123.0,0.985443641,0.838305228,1.857440342,1.473267941,1.7548447880000002,-0.139014823,-0.21261604,-0.089647885,-1.638784186,0.041452613,0.043869294,1.088151,0.42895103,1.3794006
35913,,,,,8.4455051,8.7564983,8.454701400000001,,,,,,,,,,,-1.080753583,-0.528655061,,,,,,,,-1.0807536,0.89081329,,,
35953,50.0,51.0,52.0,53.0,8.8190432,8.1432838,8.2467136,1.7516481,0.35085088,0.0,0.0,0.0,0.0,3000010368.0,,,,-1.146357514,,,,,,,,,-1.1463575000000001,,,,
35956,52.0,53.0,54.0,,8.4636288,8.004261999999999,8.1878748,,,0.0,0.0,0.0,,3000010107.0,3000010107.0,3000010107.0,,,,,,,,,,,,,,,
35957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35992,61.0,62.0,63.0,,8.636595699999999,8.5808563,8.779727900000001,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
36011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36013,52.0,53.0,54.0,55.0,8.2004766,8.8299417,8.869630800000003,1.4660521999999998,0.44653013,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
36017,51.0,52.0,53.0,54.0,8.2220659,8.4802084,8.0662584,1.4935108,0.23043351,1.0,1.0,1.0,1.0,3000010104.0,3000010104.0,3000010104.0,3000010104.0,0.7803252559999999,0.26872571,1.296207163,1.148172461,1.042422641,,,,,0.78032523,-0.48597609999999997,0.85412222,0.97261435,0.16036955
36039,49.0,50.0,51.0,52.0,8.717556,8.600997900000001,8.1150122,1.3798661,0.84447807,1.0,1.0,1.0,1.0,3000010123.0,3000010123.0,3000010123.0,3000010123.0,0.942689779,1.009362329,1.794395565,2.036756101,1.852736011,1.060372576,1.205283914,0.8090035809999999,0.984153567,1.1069345,0.58516222,1.2038906,1.7524484,1.4718096999999999
36057,57.0,58.0,59.0,60.0,8.293183299999999,8.8869457,8.938980099999998,1.3562244,0.14118350000000002,1.0,1.0,1.0,1.0,3000010175.0,3000010175.0,3000010175.0,3000010175.0,,,,,,,,,,1.2371372,1.0911101,1.2264373,,
36074,50.0,51.0,52.0,53.0,8.501643199999998,8.574358,8.2842836,1.5219404,0.93981123,1.0,1.0,1.0,1.0,3000010167.0,3000010167.0,3000010289.0,3000010167.0,-1.583769241,-1.860676578,-0.523740169,-0.683339503,,-0.4630538870000001,0.37232637,-0.019361808,0.452188346,-1.1905559,-0.26125908,-0.48335853,-0.34496215,-0.96205395
36097,51.0,51.0,52.0,,8.079092,8.288031599999998,8.1119328,,,0.0,0.0,0.0,,3000010161.0,3000010161.0,3000010161.0,,,,,,,,,,,,,,,
36128,50.091953,51.0,52.0,53.007999,8.5254393,8.3047657,8.213622099999998,1.3272049,0.25185263,1.0,1.0,1.0,1.0,3000010256.0,3000010289.0,3000010289.0,3000010289.0,0.651735252,0.34859759100000004,1.369364447,-0.08922583,0.105542677,1.7405700519999998,0.960740857,0.711110768,-2.313509345,1.1198382,0.2753863,1.0678985,-0.56487978,0.34551811
36212,52.0,53.0,54.0,55.0,8.760593400000001,8.2464561,8.389502499999999,1.5941986,0.37102857,0.0,0.0,0.0,0.0,3000010358.0,3000010358.0,3000010358.0,3000010358.0,0.063951047,0.411095248,-0.624892079,1.033535672,0.290298746,,,,,0.063951045,-0.74080628,-0.54343665,-0.3843841,-0.52572131
36275,53.0,54.0,55.0,56.0,8.619758599999999,8.2573538,8.0363283,1.5758258,0.75326145,1.0,1.0,1.0,1.0,3000010368.0,3000010368.0,3000010368.0,3000010368.0,-0.07365809,-0.254862815,-0.641720685,0.195714729,0.078840622,,,,,-0.07365809400000001,-0.27021503,-0.40628800000000004,-0.34399,-0.37816811
36291,,,,,8.595561,8.2534685,8.9037638,1.4572213,0.19730765,,,,,,,,,2.466167107,2.455623697,1.210029493,1.575848905,,,,,,2.4661672,1.3829702,1.0258108,1.2329537,
36346,50.0,51.0,52.0,53.0,8.3228655,8.213191,8.861190800000003,1.8334825,0.06198506400000001,0.0,0.0,0.0,0.0,3000010106.0,3000010106.0,3000010106.0,3000010106.0,0.778981733,0.139512745,0.29511696600000004,-0.037556843,0.7863999559999999,,,,,0.77898175,1.0889153,0.70723099,0.65331924,0.87592524
36349,,,,,7.960301400000001,8.7564802,8.2819529,1.9889965,0.21233068,,,,,,,,,,,,,,,,,,,,,,
36354,,,,,8.8479061,8.3567076,8.7100296,1.5562148999999998,0.28707343,,,,,,,,,,,,,,,,,,,,,,
36391,60.0,61.0,62.0,,8.1214561,8.3988914,8.7269754,,,1.0,1.0,1.0,,3000010156.0,3000010156.0,3000010156.0,,1.4487624140000002,,,,,0.852212015,,,,1.2150861000000002,,,,
36395,53.0,54.0,55.0,56.0,8.7451496,8.1219654,8.7468147,1.9263041,0.55026537,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
36404,53.0,54.0,55.0,56.0,8.8575964,8.3451653,8.560760499999999,1.8246208,0.95796037,1.0,1.0,1.0,1.0,3000010190.0,3000010190.0,3000010190.0,3000010190.0,-0.06053455,-0.193239244,-0.828504681,0.28719921,0.246468439,,,,,-0.060534548,-0.034618415,-0.32475585,0.72008586,0.55968493
36430,49.18182,50.333332,51.444443,52.0,8.3864841,8.127039,8.686328900000001,1.1270291,,0.0,0.0,0.0,0.0,3000010352.0,3000010352.0,3000010316.0,3000010288.0,-2.628663555,-1.495732899,-2.98422138,,,,,,,-2.6286635,-1.8714561,-1.8889661,,
36432,49.0,50.0,51.0,52.0,7.953146,8.555398,8.883321800000003,1.9468553,0.87560934,1.0,1.0,1.0,1.0,3000010193.0,3000010193.0,3000010360.0,3000010193.0,-1.5024496369999998,-1.5012967940000002,-0.121295405,0.798151385,0.8114250590000001,,,,,-1.5024496,-0.28903633,-0.1212954,0.84613073,0.73993188
36483,61.0,62.0,63.0,,8.8254805,8.0103426,8.142503699999999,,,1.0,1.0,1.0,,3000010685.0,3000010685.0,3000010685.0,,0.7563106890000001,-0.719176245,0.208770856,,,,,,,0.15158816,-0.49732196,0.20877086,,
36493,49.0,50.0,51.0,52.0,7.9299135,7.932077400000002,8.9107065,1.4194766,0.82863122,1.0,1.0,1.0,1.0,3000010106.0,3000010106.0,3000010106.0,3000010106.0,-0.242321469,-0.296772745,0.460562069,-1.292845968,,,0.211663399,-0.418937145,-0.8958340779999999,-0.24232148,0.70612019,0.67965722,-0.37826747,
36499,61.0,62.0,63.0,,8.7465162,8.484453199999999,8.7823906,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
36511,50.0,51.0,52.0,53.0,8.1868906,8.4998875,8.2629061,1.8201966,0.3842802,1.0,1.0,1.0,1.0,3000010179.0,3000010179.0,3000010179.0,3000010104.0,-0.076476606,-0.306877355,0.416317435,1.392884187,0.755714223,0.172866817,0.185899065,-1.595622569,0.6923170190000001,0.15577976,0.10544711,-0.40991843,1.1579725,0.4071269
36517,50.0,51.0,52.0,53.0,8.1770773,8.3215065,8.9763479,1.8232819,0.44769055,1.0,1.0,1.0,1.0,,,,,1.631262398,1.837396928,,,,,,,,1.6312624,1.8373970000000002,,,
36521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36544,50.0,51.0,52.0,53.0,8.4638672,8.410624499999999,8.2567005,1.6369733999999998,0.039901577,1.0,1.0,1.0,1.0,3000010136.0,3000010136.0,3000010136.0,3000010136.0,0.748157162,0.7312694009999999,0.037764371,0.298438727,-0.469529829,-1.148349107,-0.4939855970000001,-1.31727017,-0.115709658,-0.34996739,0.046995855999999996,-0.20378585,0.129334,-0.073473409
36560,56.0,57.0,58.0,59.0,8.1969566,8.457116099999999,8.8002491,1.1447315,0.46714315,1.0,1.0,1.0,1.0,3000010175.0,3000010175.0,3000010175.0,3000010175.0,-0.611786815,-1.022172405,-0.650191793,-0.36000403200000003,-0.661312434,,,,0.27320409999999995,-0.61178684,-0.96448427,-0.43733066,-0.29104346,-0.66131246
36570,53.0,54.0,55.0,,8.1502981,8.0153866,8.837758099999997,,,1.0,1.0,1.0,,3000010300.0,3000010300.0,3000010300.0,,,-1.632084126,-0.732266918,,,,,,,,-1.5291927,-0.64264941,,
36576,50.0,51.0,52.0,53.0,8.051931399999999,8.6285734,8.242461200000001,1.8907118000000005,0.64913118,0.0,0.0,0.0,0.0,3000010190.0,3000010190.0,3000010190.0,3000010190.0,0.099551063,0.57773388,0.6611725829999999,0.586203959,0.307986267,,,,,0.099551067,-0.10937995,0.15034097,-0.04730262599999999,0.18889727
36584,50.0,51.0,52.0,53.0,8.7786531,8.7674227,8.300415,1.526577,0.42523918,0.0,0.0,0.0,0.0,3000010155.0,3000010155.0,3000010155.0,3000010155.0,1.26309173,0.621056724,-0.153285902,-0.621769303,,,,,,1.2630918,1.0586931999999998,0.78827071,0.13718247,1.0929896000000001
36587,60.0,61.0,62.0,,8.558835,7.9723773,8.7276258,,,1.0,1.0,1.0,,3000010021.0,3000010021.0,,,,,,,,,,,,,,,,
36592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36610,49.0,50.0,51.0,52.0,8.4175558,8.488580699999998,8.477273,1.3019001,0.46228391,1.0,1.0,1.0,1.0,3000010104.0,3000010104.0,3000010104.0,3000010104.0,1.383093013,0.187417214,0.768163853,1.872778107,1.183867382,,1.151942059,0.094977335,0.5878154870000001,1.3830930000000001,0.5264166,0.37985951,0.80618382,0.64675891
36611,50.0,51.0,52.0,53.0,8.447479199999998,8.3337173,8.611187900000001,2.0281572,0.86608624,1.0,1.0,1.0,1.0,3000010123.0,3000010123.0,3000010123.0,3000010123.0,0.166571578,0.771770552,1.987593892,1.813602993,1.874790014,,0.470443441,2.127304741,0.811224141,0.16657159,0.86088526,1.6623672999999999,1.2224348,0.75907779
36614,59.0,60.0,61.0,62.0,8.414133999999999,8.601969699999998,8.964040800000003,1.5754551,,0.0,0.0,0.0,0.0,3000010363.0,3000010363.0,3000010363.0,3000010363.0,-1.2508764140000002,-0.35990767700000004,-0.347936515,0.766343215,,,,,,-1.2508763999999999,0.65686864,-0.92999107,0.45575806,
36622,50.0,51.0,52.0,53.0,8.3778677,7.9662647,8.901956599999998,1.7831446,0.10144666,0.0,0.0,0.0,0.0,3000010362.0,3000010362.0,3000010362.0,3000010362.0,0.908450404,,2.014262117,0.224514687,0.32232398100000004,,,-1.277317541,,0.90845042,,-0.28169876,0.17725339999999998,-0.38099959
36631,63.0,64.0,65.0,,8.525724400000001,8.7264061,8.328719099999999,,,0.0,0.0,0.0,,3000010362.0,3000010362.0,3000010362.0,,-0.214066435,0.181330353,0.910654743,,,,,,,-0.21406643,0.74395078,0.91065478,,
36637,52.0,53.0,54.0,55.0,8.4077816,8.1901121,8.505147000000001,2.0774913,0.82652205,1.0,1.0,1.0,1.0,3000010155.0,3000010155.0,3000010155.0,3000010155.0,0.689867807,2.064761705,-0.649040828,-0.7356476270000001,-0.725666666,2.75994507,0.6879162129999999,-0.627139279,0.311571524,1.5762836999999998,-0.30927834,-0.57494396,-1.090494,-0.32613561
36673,62.0,63.0,64.0,,8.0442657,8.535065699999999,8.1842318,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
36682,52.0,53.0,54.0,,8.374316199999999,8.2225466,8.476534800000001,,,0.0,0.0,0.0,,3000010311.0,3000010311.0,3000010311.0,,-0.539187175,,,,,,,,,-0.53918719,,,,
36723,49.0,50.0,51.0,52.0,8.610181800000001,7.9350882,8.2592669,1.490512,0.38160235,1.0,1.0,1.0,1.0,3000010152.0,3000010152.0,3000010152.0,3000010152.0,0.7515896240000001,0.607120753,1.344021669,1.727224522,-1.6439946559999998,-0.972674691,,,,-0.33664677,0.21133122,1.1060668,0.87899804,-1.603097
36765,,,,,8.398241,7.933185099999998,8.601292599999999,2.0978661,0.43502766,,,,,,,,,,,,,,,,,,,,,,
36770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36776,50.0,51.0,52.0,53.0,8.4500484,8.835573199999997,8.737343800000001,1.411032,0.26052245,1.0,1.0,1.0,1.0,3000010170.0,3000010170.0,3000010170.0,3000010170.0,0.8415227829999999,1.277832266,1.072119878,1.97444023,5.0272588780000005,,,,,0.84152281,1.4373387,1.2620051,1.8846945,1.8908032
36778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36783,59.0,59.0,60.0,,8.2332144,8.3891897,8.7732258,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
36791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36794,60.0,61.0,62.0,,7.9986858,8.7219257,8.0791769,,,1.0,1.0,1.0,,3000010324.0,3000010324.0,3000010324.0,,1.04758765,-0.397321075,-0.168865393,,,-0.149298516,-0.530468576,-1.653854732,,0.02196127,-0.78614157,-0.83369082,,
36798,51.0,52.0,53.0,54.0,8.7779675,8.874030099999997,8.6589212,1.9132909,0.35729864,1.0,1.0,1.0,1.0,3000010324.0,3000010324.0,3000010324.0,3000010324.0,1.044720583,-0.058911023,1.0226856640000002,0.408756165,0.8918176309999999,,,,,0.68499053,0.043194566,0.86561793,0.82452565,0.38243619
36804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36805,49.0,50.0,51.0,52.0,8.4728079,8.8478394,8.101923,1.7866287,0.52025449,0.0,0.0,0.0,0.0,3000010318.0,3000010316.0,3000010316.0,3000010316.0,,,,,,,,,,,,,,
36807,50.0,51.0,52.0,53.0,8.5902729,8.3092356,8.8576183,1.6761949,0.20894217,1.0,1.0,1.0,1.0,3000010180.0,3000010180.0,3000010180.0,3000010180.0,1.5082051019999998,0.342150473,0.717602337,0.8782239079999999,-0.480579934,-0.424122758,-0.100144977,0.642813544,,0.16910464,0.37046927,0.33015996,0.64316666,-0.000990756
36818,,,,,8.5812511,8.1826534,8.4816093,1.5276954,0.22012562,,,,,,,,,-0.338380232,0.228873522,-1.16723924,-1.068521965,-2.38077924,,,,,-0.33838025,-1.0935534,-1.0267462,-0.89591026,-2.0453379000000003
36823,51.0,52.0,53.0,,8.5880356,8.3358707,8.5966711,,,1.0,1.0,1.0,,3000010226.0,3000010226.0,,,-4.74219213,,,,,-0.266356895,,,,-1.7531486,,,,
36827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36861,52.0,53.0,54.0,55.0,8.215676299999998,8.096652,8.847778300000002,1.5327438999999998,0.6854555,0.0,0.0,0.0,0.0,3000010140.0,3000010140.0,3000010140.0,3000010140.0,0.193303123,-1.071564781,-0.747583254,0.301493202,,-0.266914167,-0.338302909,-0.621959791,-0.099767829,-0.23169383,-0.83294868,-0.58018637,-0.073474318,-0.039286657999999995
36908,60.0,60.0,61.0,,8.8208418,8.5407,8.5999222,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
36912,51.0,52.0,53.0,54.0,8.3846931,8.1458988,8.965765,1.7252055,0.21763676,1.0,1.0,1.0,1.0,3000010104.0,3000010104.0,3000010104.0,3000010104.0,0.8676947009999999,0.030251727000000006,0.571423514,0.8973501490000001,0.8673286920000001,0.008065955,,-0.919924737,0.965302174,0.34888145,-1.8039665,-0.25289279,0.44469839,0.75285357
36977,49.0,50.0,51.0,52.0,8.273425099999999,8.8728418,8.80515,1.5740696,0.69959694,1.0,1.0,1.0,1.0,3000010190.0,3000010190.0,3000010190.0,3000010190.0,-0.15040642099999998,-0.564992765,0.543426089,1.365241965,1.154036997,0.019655651,-0.220473613,-1.577268875,,0.053766765,-0.27719051,-0.34432179,1.1351155000000002,0.75080591
37063,48.0,49.0,50.0,51.0,8.5615597,8.1992569,8.145203599999999,1.749595,0.39573532,1.0,1.0,1.0,1.0,3000010288.0,3000010288.0,3000010288.0,3000010288.0,-0.1777931,0.208282368,1.196571022,1.004178977,-0.5237757439999999,,,,,-0.1777931,-0.27142581,0.64482403,0.16156879,0.16060461
37153,55.0,,,,8.8931942,,,,,0.0,,,,3000010106.0,,,,-1.991715451,,,,,,,,,-1.9917154,,,,
37167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37229,51.07143,52.0,53.0,54.0,8.3238373,8.650357199999998,8.9627056,1.7922839,0.84582257,1.0,1.0,1.0,1.0,3000010104.0,3000010104.0,3000010104.0,3000010104.0,0.43540385,0.043819542,0.010351779,1.075366928,0.618919184,,,,,0.43540385,-1.0778663999999998,-1.0266858,0.74711037,-0.86380267
